location_from_input_from_input,profileUrl_from_input,linkedinProfile_from_input,location_from_input,profileUrl,linkedinProfile,name,logo,banner,description,tagLine,followerCount,website,domain,location,companyAddress,industryCode,verifiedPage,industry,companySize,headquarters,founded,specialties,mainCompanyID,linkedinID,salesNavigatorLink,employeesOnLinkedIn,companyName,query,timestamp,sluggedUrl,companyUrl,phone
Greater Barcelona Metropolitan Area,https://www.linkedin.com/in/raulhv,https://www.linkedin.com/in/raulhv/,Greater Barcelona Metropolitan Area,https://www.linkedin.com/in/raulhv,https://www.linkedin.com/in/raulhv/,Argal Alimentación,https://media.licdn.com/dms/image/v2/C560BAQF3TnquQhVicQ/company-logo_200_200/company-logo_200_200/0/1630608782264/argal_sa_logo?e=1733356800&v=beta&t=oPT1lQ4HJquMu2N2XnvggA8ESx5hDD8dUGwEUdfCfi4,https://media.licdn.com/dms/image/v2/D4D1BAQF4oftZ9z4QVg/company-background_10000/company-background_10000/0/1676454361083/argal_alimentacion_cover?e=1725706800&v=beta&t=jSqPPNdww1S4afzaW5XFF5fe01n_Amy-PQuWqwLHcjE,"Argal Alimentación es, con más de 100 años de historia, una compañía de referencia del sector de la alimentación y la tercera en cuota de mercado en el sector de los elaborados cárnicos. Se trata de una de las compañías más reconocidas por parte de los consumidores, tanto por su historia como por la calidad de sus productos y por su capacidad de innovación.

Actualmente, la compañía cuenta con tres centros de producción repartidos en: Miralcamp, Lleida; Lumbier, Navarra; y Fregenal de la Sierra, Badajoz.
Cuenta también con una red logística y comercial propia, nueve centros de distribución en toda España y exporta a través de filiales o distribuidores a más de 20 países.

Argal apuesta por la calidad, el desarrollo y la innovación en una amplia gama de productos buenos y naturales, como jamón cocido y curado, pavo, fiambres, embutidos, fuet, paté... y productos listos para comer. Cada vez son más los consumidores que valoran las cosas buenas, bien hechas, bien elaboradas y naturales. Las cosas de calidad.

Argal sigue innovando constantemente en el ámbito de los formatos y de los productos, adaptándose a las necesidades de los consumidores y a los nuevos hábitos de consumo. En este sentido, la compañía ha entrado también con fuerza en el campo de las soluciones de comida, presentando una de las gamas más completas del mercado y de mayor calidad. ",¿Perteneces al increíble grupo de #GenteQueAmaLoQueHace? #RespetoPorLoSostenible ⬇️,34844,https://argal.com/tree/,https://argal.com/tree,Miralcamp,"Ctra. de Mollerussa, s/n, Miralcamp, 25242, ES",34,,Food and Beverage Services,"1,001-5,000 employees",,1914,"Jamón cocido, Jamón curado, Embutidos tradicionales, Productos artesanos, Productos de ave, Salchichas, Patés, Soluciones de comida, Loncheados, Ayudas a la cocina, Fiambre, Sin sal añadida, and Productos Ibéricos",1198487,1198487,https://www.linkedin.com/sales/company/1198487/,426,Argal Alimentación,https://www.linkedin.com/company/1198487/,2024-08-31T10:25:44.288Z,https://www.linkedin.com/company/argal-alimentacion/,https://www.linkedin.com/company/argal-alimentacion/,
Barcelona,https://www.linkedin.com/in/ericbaldellou,https://www.linkedin.com/in/ericbaldellou/,Barcelona,https://www.linkedin.com/in/ericbaldellou,https://www.linkedin.com/in/ericbaldellou/,011h,https://media.licdn.com/dms/image/v2/D4D0BAQFV-Zn26CZUFA/company-logo_200_200/company-logo_200_200/0/1724775214658/011h_logo?e=1733356800&v=beta&t=agpTYu-mTjXFuxeTaQbx9frZJNhxYvRGUGR36EK35z0,https://media.licdn.com/dms/image/v2/D4D1BAQE-HJwxRRy8cA/company-background_10000/company-background_10000/0/1724774994741/011h_cover?e=1725706800&v=beta&t=0u3KQGHgMKLwxIwO9bh4Rrxv7GvMhZ-ACzjgOntOfuQ,"011h is a technology company dedicated to construction, founded in 2020 by Lucas Carné and José Manuel Villanueva, along with other partners. After selling Privalia (an e-commerce company) and leaving the company in 2019, the founders of 011h noticed that the construction industry is the only relevant economic sector that has barely undergone any transformation due to the adoption of digital technology. They also learned that productivity in the sector was stagnant and that it is responsible for 38% of global CO2 emissions.

These were the motivations to develop a technological solution that enables the transition to a more efficient and sustainable sector. 011h's proposal is a new way of construction, similar to manufacturing a product, that is faster, reliable, sustainable, and scalable. To achieve this, they use digital technology to connect and streamline the entire process and stakeholders, from design to construction, while also incorporating sustainable materials and design principles.

The 011h model is based on three pillars: construction using prefabricated components, an integrated network of suppliers that enables a reliable and scalable supply chain, and their ""superpower"": the digitization of the entire process.

011h's proposal has already been successfully tested at Habitat Hospitalet, a building with 8 housing units in collaboration with Renta Corporación, reducing construction time by 35% and CO2 emissions by 90%. Currently, a development of 51 housing units for AEDAS Homes is being finalized, and another one consisting of 56 social rental housing units has been initiated in Barcelona by IMHAB.

At 011h, we aim to transform the construction industry to make it sustainable, efficient, and, of course, affordable. Because sustainability, if it's not affordable, is not sustainable.",Accelerating the sustainable construction ,17067,http://www.011h.com,011h.com,Barcelona,"Calle de Pujades, 77, 4-1, Barcelona, Catalonia 08005, ES",48,"September 12, 2023",Construction,51-200 employees,"Barcelona, Catalonia",2020,,68496902,68496902,https://www.linkedin.com/sales/company/68496902/,195,011h,https://www.linkedin.com/company/68496902/,2024-08-31T10:25:58.092Z,https://www.linkedin.com/company/011h/,https://www.linkedin.com/company/011h/,
Barcelona,https://www.linkedin.com/in/toniribaudi,https://www.linkedin.com/in/toniribaudi/,Barcelona,https://www.linkedin.com/in/toniribaudi,https://www.linkedin.com/in/toniribaudi/,Raona,https://media.licdn.com/dms/image/v2/D4E0BAQEXY3yUU28xsQ/company-logo_200_200/company-logo_200_200/0/1688377322174/raona_logo?e=1733356800&v=beta&t=GMrva-KAjmSfbRIhp7aptnF1917-_ZFcK8UopP41SzQ,https://media.licdn.com/dms/image/v2/D4D1BAQFE5JJE-VpdhA/company-background_10000/company-background_10000/0/1686567398949/raona_cover?e=1725706800&v=beta&t=jllaQ72J9CCKnLG5hrbNZgixe1M2q6vLunJZzvyZdds,"¿Buscas un partner, experto en tecnología, que acompañe los objetivos de desarrollo corporativo, ahora y en el futuro? 

El futuro de Las empresas y la tecnología cambian de forma acelerada y solo los más rápidos triunfarán, por eso en Raona, llevamos 20 años avanzándonos al futuro para ofrecer soluciones y servicios en todas aquellas áreas que precisen las organizaciones, con un único objetivo que, gracias a la tecnología, las corporaciones cumplan sus expectativas. 

Nuestro compromiso es desarrollar soluciones y servicios innovadores ante retos complejos que creen valor en las compañías y sabemos que, vinculando tecnología con personas, aporta un resultado directo en los objetivos corporativos, tales como: potenciar la productividad, la agilidad y los flujos de contenido, facilitando el cambio organizacional y el intercambio de información.. 

Somos empresa con esencia hybrid-first, con cultura internacional y con un amplio expertisse en la tecnología de hoy y conocimiento de la del mañana, permiténdonos acompañar a las empresas a escoger la mejor opción tecnológica y metodología, para cumplir sus objetivos de futuro corporativo. 

 
Desde nuestra fundación apostamos por la creatividad que nos ha permitido crear y apostar por soluciones que disrumpen el sector, codificando la tecnología del mañana y marcando tendencia, apostando por soluciones únicas en el mercado, como con nuestros hubs exclusivos que afianzan nuestro liderazgo diferencial en Digital Workplace, o añadiendo, una capa de expertisse a los servicios más demandados en cada momento. 

 
Con orgullo afirmamos, que cada uno de los expertos/as que forman Raona, cree con firmeza en los valores de la marca:  Compromiso – Rigor – Innovación - Creatividad 

 ",Coding Corporate Futures,30825,http://www.raona.com,raona.com,Barcelona,"https://www.raona.com/contacto/, Barcelona, ES",96,"September 12, 2023",IT Services and IT Consulting,201-500 employees,,2003,"Social Intranet, SharePoint, Workflows, Touch & Mobility, User Experience, Web Portals, Productivity & Collaboration, Custom Corporate .NET Software Development, Cloud Integration, Business Intelligence, Architecture & Systems, Modern Apps, Custom Development, DigitalWorkplace, M365, LMS365, Power Platform, Microsoft365, Intranet, Intranet Solution, IAGen, GenAI, and Intranet Corporativa",24195,24195,https://www.linkedin.com/sales/company/24195/,325,Raona,https://www.linkedin.com/company/24195/,2024-08-31T10:26:14.657Z,https://www.linkedin.com/company/raona/,https://www.linkedin.com/company/raona/,+34930502812
Greater Barcelona Metropolitan Area,https://www.linkedin.com/in/danieldelafuentetambo,https://www.linkedin.com/in/danieldelafuentetambo/,Greater Barcelona Metropolitan Area,https://www.linkedin.com/in/danieldelafuentetambo,https://www.linkedin.com/in/danieldelafuentetambo/,Universitat Oberta de Catalunya,https://media.licdn.com/dms/image/v2/D4D0BAQEyUV6w_gu7xw/company-logo_200_200/company-logo_200_200/0/1694764811277/uoc_logo?e=1733356800&v=beta&t=T338rQRj3bhUlIi9m8NP1T2X_5jYpMLcuiEvs75Ghyg,https://media.licdn.com/dms/image/v2/D4E1BAQGODEcI-cFVqA/company-background_10000/company-background_10000/0/1719271217885/uoc_cover?e=1725706800&v=beta&t=IxtaaBssL_ZJDkHm577W9g3TwNqg9sYG_2jKIVAmWUo,"The UOC is an internationally recognised online university with a community of over 60,000 students. The mission of the Universitat Oberta de Catalunya (UOC) is to provide people with lifelong learning and education opportunities. The aim is to help individuals meet their learning needs and provide them with full access to knowledge, above and beyond the usual scheduling and location constraints.","Promovent el talent, generant i connectant coneixement.",261371,http://www.uoc.edu/,uoc.edu,Barcelona,"Av. Tibidabo, 39-43 Barcelona, Barcelona, 08018, ES",132,"June 10, 2024",E-Learning Providers,"501-1,000 employees","Barcelona, Barcelona",1994,"universidad virtual, universitat en línea, universitat virtual, universidad online, online university, educación superior, higher education, sociedad del conocimiento, and societat del coneixement",12297,,https://www.linkedin.com/sales/company/12297/,6271,Universitat Oberta de Catalunya,https://www.linkedin.com/company/12297/,2024-08-31T10:26:31.952Z,https://www.linkedin.com/school/uoc/,https://www.linkedin.com/school/uoc/,
Barcelona,https://www.linkedin.com/in/javiernoguero,https://www.linkedin.com/in/javiernoguero/,Barcelona,https://www.linkedin.com/in/javiernoguero,https://www.linkedin.com/in/javiernoguero/,VISEO IBERIA,https://media.licdn.com/dms/image/v2/C4D0BAQEUknmTTpNXjg/company-logo_200_200/company-logo_200_200/0/1641308350724/viseo_iberia_logo?e=1733356800&v=beta&t=WypfLed8BwPoLrirjezeFX8VC97hXeDPJucVo2w6XiM,https://media.licdn.com/dms/image/v2/C561BAQEL-AMzkOnLZw/company-background_10000/company-background_10000/0/1641372779167/viseo_iberia_cover?e=1725706800&v=beta&t=E6aYaMP7bbeifXCWdLNSl_GiAyFznjT-AaddDJJH7nk,"VISEO is a global technology company with more than 2500 employees, present on five continents. With more than 20 years of experience, it is a leader in technology and multiplatform consulting.

At VISEO, the agility and adaptability of global know-how are combined to use new digital opportunities as a powerful tool for the digital transformation of infrastructures and high-value-added processes.

The objective at VISEO is to innovate so that clients achieve maximum competitiveness and sector leadership by winning in their digital career.

VISEO IBERIA is the subsidiary of the VISEO GROUP in Spain, a strategic partner of SAP, Microsoft, Salesforce, or ANAPLAN among others.
",,44783,https://www.viseo.com,https://viseo.com,Madrid,"Paseo Doce Estrellas nº 4, Madrid, 28042 , ES",96,,IT Services and IT Consulting,"1,001-5,000 employees","Madrid, Comunidad de Madrid",,,2122493,2122493,https://www.linkedin.com/sales/company/2122493/,337,VISEO IBERIA,https://www.linkedin.com/company/2122493/,2024-08-31T10:26:48.364Z,https://www.linkedin.com/company/viseo-iberia/,https://www.linkedin.com/company/viseo-iberia/,
Greater Barcelona Metropolitan Area,https://www.linkedin.com/in/rufinopozuelo,https://www.linkedin.com/in/rufinopozuelo/,Greater Barcelona Metropolitan Area,https://www.linkedin.com/in/rufinopozuelo,https://www.linkedin.com/in/rufinopozuelo/,MRC International People Training,https://media.licdn.com/dms/image/v2/C4E0BAQFOclNVtNviug/company-logo_200_200/company-logo_200_200/0/1630630857220/mrc_international_training_logo?e=1733356800&v=beta&t=cPZgIsWglVjuQCv518B7DnRbZAjb_P3l89r3ZA6K5XU,https://media.licdn.com/dms/image/v2/C4E1BAQFxUbNGkVPTqg/company-background_10000/company-background_10000/0/1595840390548/mrc_international_training_cover?e=1725706800&v=beta&t=aHjLakZqvQZ3vb-DW_IbfCB27LWnTlEAjXHITbLmnD8,"Desde 1988, en MRC International Training contribuimos al desarrollo de las personas que integran los equipos de trabajo de todo tipo de organizaciones con el objetivo de optimizar sus resultados. 

Nuestro Know-How viene dado por la experiencia de nuestro Equipo de Entrenadores. 

Gracias a nuestro propio método de aprendizaje, en MRC formamos, pero sobre todo entrenamos. Nuestra especialidad es generar cambios en los comportamientos y las actitudes de las personas, con el fin de optimizar sus resultados tanto en el trabajo como en su vida personal.

La eficacia de nuestra metodología queda manifiesta en nuestras cifras: 35.000 profesionales entrenados en más de 2.000 empresas, líderes en sus respectivos sectores. Para nosotros, estos datos constituyen una de las mejores pruebas de la satisfacción de nuestros clientes.","Entrenamos profesionales, acompañamos a las personas",4343,http://www.mrctraining.com,mrctraining.com,Aravaca,"C/ Arascues, 7, Aravaca, 28023, ES",137,,Human Resources Services,11-50 employees,"Aravaca, Madrid",1988,"Entrenamiento Directivo, Equipos Comerciales, Equipos de Alto Rendimiento, Coaching Ejecutivo, Comercial, Personal y de Integración, and b-learning",414969,414969,https://www.linkedin.com/sales/company/414969/,42,MRC International People Training,https://www.linkedin.com/company/414969/,2024-08-31T10:27:03.621Z,https://www.linkedin.com/company/mrc-international-training/,https://www.linkedin.com/company/mrc-international-training/,
Greater Barcelona Metropolitan Area,https://www.linkedin.com/in/rafaro,https://www.linkedin.com/in/rafaro/,Greater Barcelona Metropolitan Area,https://www.linkedin.com/in/rafaro,https://www.linkedin.com/in/rafaro/,Retail Rocket,https://media.licdn.com/dms/image/v2/C4E0BAQGnjXbRy_gOWg/company-logo_200_200/company-logo_200_200/0/1630641442372/retailrocket_logo?e=1733356800&v=beta&t=y6g2X0GpT5ErPv9SQmANJbR6ne9UrnXu4Vuv5zov85g,https://media.licdn.com/dms/image/v2/D4E1BAQEJs4mMOBczTA/company-background_10000/company-background_10000/0/1656063650337/retailrocket_cover?e=1725706800&v=beta&t=Uin53G1iYiV4XROxRQ9_tW0LzZymZYyRGq2F9BIAQqI,"Retail Rocket is an all-in-1 Retention Management Platform.
We help solve three main tasks: make high-end marketing technologies easier to use for marketers, improve marketing efficiency for the business and make marketing actually useful for your customers. The platform has everything your business needs to grow LTV and generate repeat sales based on Big Data: 

— empower your business with CDP and store all the data you need to build marketing campaigns in Data Warehouse module
— segment your customer database using smart mathematical models available in our Customer Intelligence module
— develop efficient marketing communications for key customer segments across email, web / mobile push, SMS and other channels with Campaign Management System
— personalise every step of the customer journey via our AI Personalization Engine


Retail Rocket is a global company with a team of more than 20 different nationalities active in Europe since 2016. Since our foundation in 2012, we have successfully completed over 1000 projects all around the world. The European HQ is located in The Hague (Netherlands) and we have offices in Barcelona (Spain) and Berlin (Germany). Our data warehouse is securely located in Germany. Retail Rocket has also offices in Latin America and Asia. The company is owned by a European investment group.",All-in-1 global Retention Management Platform for e-commerce and online retailers,15000,http://retailrocket.net/,retailrocket.net,Rijswijk,"Laan van Vredenoord 33, Rijswijk, NL",4,"September 12, 2023",Software Development,51-200 employees,"Rijswijk, Zuid-Holland",2012,"Recommender Systems, Personalization, Email Marketing, Ecommerce, and ESP Platform",10853238,10853238,https://www.linkedin.com/sales/company/10853238/,136,Retail Rocket,https://www.linkedin.com/company/10853238/,2024-08-31T10:27:19.145Z,https://www.linkedin.com/company/retailrocket/,https://www.linkedin.com/company/retailrocket/,
Vallromanes,https://www.linkedin.com/in/luiscu,https://www.linkedin.com/in/luiscu/,Vallromanes,https://www.linkedin.com/in/luiscu,https://www.linkedin.com/in/luiscu/,RSM Spain,https://media.licdn.com/dms/image/v2/D4D0BAQFvQ0Q9CBDnnQ/company-logo_200_200/company-logo_200_200/0/1720045715591?e=1733356800&v=beta&t=0iJeYrka87Gw4tRRpGsN1wpc1ra9w2wMn8yuw19eu-Q,https://media.licdn.com/dms/image/v2/D4D1BAQFt5yYHPyCZoQ/company-background_10000/company-background_10000/0/1705910305798/rsm_spain_cover?e=1725706800&v=beta&t=L_7_5mX0Bmy8JRIlcmjIrLE-UBc-rilIOJ5k2-GBpr0,"RSM Spain is one of the leading audit, tax and legal advisory and consulting firms in Spain, where we have six offices at your service.

Our customer portfolio includes local and multinational companies, operating in a wide variety of sectors, at a national and international level.

We offer a unique value proposition: a team of excellent professionals who work together, fully focused on our clients. Only by having in-depth knowledge of our clients’ business are we able to assist them in meeting the challenges they face with absolute trust. This is The Power of Being Understood.",The Power of Being Understood  |   Assurance | Tax | Legal | Consulting | Corporate Finance,35839,http://www.rsm.es,rsm.es,Barcelona,"Entença, Barcelona, 08029, ES",1810,"May 31, 2024",Professional Services,201-500 employees,"Barcelona, Barcelona",1975,"Auditoria, Tax, Corporate Finance, Risk Management, RSC, Forensic, Energy Consulting, Outsourcing, IT Consulting, Strategies for business gronth, and NetSuite",1977254,1977254,https://www.linkedin.com/sales/company/1977254/,401,RSM Spain,https://www.linkedin.com/company/1977254/,2024-08-31T10:27:35.412Z,https://www.linkedin.com/company/rsm-spain/,https://www.linkedin.com/company/rsm-spain/,
Greater Barcelona Metropolitan Area,https://www.linkedin.com/in/francescarbiol,https://www.linkedin.com/in/francescarbiol/,Greater Barcelona Metropolitan Area,https://www.linkedin.com/in/francescarbiol,https://www.linkedin.com/in/francescarbiol/,Self Employed,https://media.licdn.com/dms/image/v2/C4E0BAQH3nUDO57s78A/company-logo_200_200/company-logo_200_200/0/1631370638108/indpendent_contractor_logo?e=1733356800&v=beta&t=51_z0pZ48GFr2oN0UPwJlDqi28Ai0cVLgJSEgQLqt1c,https://media.licdn.com/dms/image/v2/C4E1BAQFdZC9SXF6tLg/company-background_10000/company-background_10000/0/1584781580575/indpendent_contractor_cover?e=1725706800&v=beta&t=qImk9jwvklVn3azxV8hQSGTJAyUEAOZ59xafii7Ryeg,"Licensed and trained to provide independent contracting services. Where required professional licenses are valid in Florida, New York and Internationally. Financial , scuba and boating licenses are valid world wide. Have worked many years in various industries from grounds keeping, bee keeping, construction, law enforcement, private investigation, fire protection engineering, computer engineering, financial services, non-profit administration, tax preparation, accounting, janitorial services, boating and working as a dive master for scuba diving excursions. Have many licenses, have worked internationally and am now no longer looking for new positions/clients.",,1361190,,,Satellite Beach,"119 Kings Way, Satellite Beach, Florida 32937, US",,,"Satellite Beach, Florida",0-1 employees,"Satellite Beach, Florida",1972,"Finacial Services, Private Investigations, Dive Master, Nonprofit Management, Tax Planning, Accounting, Fire Protection Engineering, Plant Engineering, Computer Consulting, Military Science, Electronic Security Engineering, Food Service Management, Groundskeeper, Bee keeper, Auditor, Editor, Proof Reader, Chaplin, Mentor, Cook, History Instructor, Biblical Studies, Equity Trading, Sales, Boating Safety Instructor, Project Management, and Investment Banker",33200573,33200573,https://www.linkedin.com/sales/company/33200573/,770366,Self Employed,https://www.linkedin.com/company/33200573/,2024-08-31T10:27:51.310Z,https://www.linkedin.com/company/indpendent-contractor/,https://www.linkedin.com/company/indpendent-contractor/,
Greater Barcelona Metropolitan Area,https://www.linkedin.com/in/diniesta,https://www.linkedin.com/in/diniesta/,Greater Barcelona Metropolitan Area,https://www.linkedin.com/in/diniesta,https://www.linkedin.com/in/diniesta/,NUNSYS,https://media.licdn.com/dms/image/v2/C4D0BAQHujs1nwQGX9g/company-logo_200_200/company-logo_200_200/0/1630565092072/nunsys_logo?e=1733356800&v=beta&t=CRiCsHAKvW61ZyOxD1BQJxxV6quCkf7CdiYx02PKaNg,https://media.licdn.com/dms/image/v2/C4D1BAQHgDr5f_IcZUw/company-background_10000/company-background_10000/0/1583520828528/nunsys_cover?e=1725706800&v=beta&t=DYuL2lxbr1CO5qZ9GIaK3FGmMBp_P7t54sO7_nwAnJU,"NUNSYS es una empresa especializada en la Implantación de Soluciones Integrales de Tecnología. Realiza proyectos de Comunicaciones (es operadora de telecomunicaciones con red propia registrada en la C.M.T.), Sistemas, Networking y Software, dirigidos tanto a empresas privadas como a entidades públicas",Tu Socio Tecnológico para escalar tu modelo a través de la tecnología. ,29235,http://nunsys.com,nunsys.com,Paterna,"Calle Gustave Eiffel, 3, Paterna, 46020, ES",96,"June 15, 2023",IT Services and IT Consulting,"1,001-5,000 employees","Paterna, Valencia",2007,"Business Intelligence, Industria 4.0, Comunicaciones, Sistemas, Ciberseguridad, Big Data, Smart Cities, Servicios Gestionados de Impresión y Contenidos, Data center, comunicaciones unificadas, audiovisuales, pantallas led, and formación tecnológica",2636600,2636600,https://www.linkedin.com/sales/company/2636600/,665,NUNSYS,https://www.linkedin.com/company/2636600/,2024-08-31T10:28:08.012Z,https://www.linkedin.com/company/nunsys/,https://www.linkedin.com/company/nunsys/,675835598
Greater Barcelona Metropolitan Area,https://www.linkedin.com/in/tonicalderon,https://www.linkedin.com/in/tonicalderon/,Vilassar de Mar,https://www.linkedin.com/in/oscar-cubillo-alonso-512bab,https://www.linkedin.com/in/oscar-cubillo-alonso-512bab/,Grifols,https://media.licdn.com/dms/image/v2/D4D0BAQGBRhY2i97-HA/company-logo_200_200/company-logo_200_200/0/1664530276433/grifols_logo?e=1733356800&v=beta&t=AGIJ8_hnvY_TgVcPWsuuHxJJuBG9AGPdJB9fg2NhsPk,https://media.licdn.com/dms/image/v2/D4D1BAQGXIe22OgHHCQ/company-background_10000/company-background_10000/0/1664530259925/grifols_cover?e=1725706800&v=beta&t=lSEhoR9sEO0j6DefkhQJY4UJGsKOxqJNJmfipFSN4a0,"Grifols is a global healthcare company founded in Barcelona in 1909 committed to improving the health and well-being of people all over the world. 

A leader in essential plasma-derived medicines and transfusion medicine, we develop, produce and provide innovative healthcare services and solutions in more than 110 countries. 

Patient needs and our ever-growing knowledge of many chronic, rare and prevalent diseases, sometimes life-threatening, drive our innovation in plasma-based therapies and other biopharmaceuticals to enhance quality of life. 

Grifols is focused on treating conditions across a broad range of therapeutic areas: immunology, hepatology and intensive care, pulmonology, hematology, neurology and infectious diseases.

With a workforce of over 23,000 employees in more than 30 countries and regions, we are committed to a sustainable business model that sets the standard for continuous innovation, quality, safety and ethical leadership in the industry. Our work has a positive social and economic impact in the countries where we operate, creating jobs and generating wealth.

People are at the heart of what we do, and we strive to create an inclusive, diverse, fair and equal society. Maintaining and promoting a workforce that reflects this reality leads to enhanced professional relationships and helps us to give our best to patients, donors and customers.

In 2023, Forbes has recognized Grifols as one of the “Best Employers for Women.” 

To maintain a positive community and overall respectful communication, please keep our community guidelines in mind.
",Innovating for patients and society,235767,https://linktr.ee/Grifols,https://linktr.ee/Grifols,Sant Cugat del Vallès,"Parc Empresarial Can Sant Joan, Sant Cugat del Vallès, 08174, ES",15,"March 1, 2023",Pharmaceutical Manufacturing,"10,001+ employees","Sant Cugat del Vallès, Barcelona",1909,"Plasmapheresis, Plasma derived therapies, Diagnostics, Intravenous therapies, Clinical nutrition, Automate drug compounding , Drug inventory control, and Healthcare",16940,16940,https://www.linkedin.com/sales/company/16940/,11134,Grifols,https://www.linkedin.com/company/16940/,2024-08-31T10:28:23.602Z,https://www.linkedin.com/company/grifols/,https://www.linkedin.com/company/grifols/,
Barcelona,https://www.linkedin.com/in/javier-fondevilla,https://www.linkedin.com/in/javier-fondevilla/,Barcelona,https://www.linkedin.com/in/javier-fondevilla,https://www.linkedin.com/in/javier-fondevilla/,CGI,https://media.licdn.com/dms/image/v2/C4E0BAQErzXWSFkn9tQ/company-logo_200_200/company-logo_200_200/0/1663664110809/cgi_logo?e=1733356800&v=beta&t=xlbqoz1U_VvT9WmIQf1eRJXuDu_fT5lTPIxanP2Tn8I,https://media.licdn.com/dms/image/v2/D4D1BAQEiyAfJpdNNTg/company-background_10000/company-background_10000/0/1685374025298/cgi_cover?e=1725706800&v=beta&t=c7KJzw0LcnvpInNLMsEr9InR4CCeNsHSp930s7ECsgk,"Insights you can act on.

Founded in 1976, CGI is among the largest IT and business consulting services firms in the world. We are insights-driven and outcomes-based to help accelerate returns on your investments. Across 21 industries in 400 locations worldwide, we provide comprehensive, scalable and sustainable IT and business consulting services that are informed globally and delivered locally.

We value your opinions and welcome your comments and questions on our posts here on LinkedIn. Please keep a polite, professional and constructive tone. We remove comments containing objectionable language and derogatory views. We do not allow content that is unrelated to the subject, and we remove discriminatory and racist comments as well as spam and advertising. 

Note that content on this page contains general information regarding CGI’s services and initiatives and should not be considered direct business advice. To engage in a discussion with one of our experts, please make a request through https://www.cgi.com/en/contact-us.",,1532452,https://cgi.com,https://cgi.com,Montreal,"Boulevard West, Montreal, H3G 1T4, CA",96,"March 1, 2023",IT Services and IT Consulting,"10,001+ employees","Montreal, Quebec",1976,"Business consulting, Systems integration, Intellectual property, Managed IT, Business process services, Digital transformation, Emerging technology, information technology, and artificial intelligence",1415,"1415,5937,5284212,11270028,163195,10536179,2294209,2629405,3851977,16951",https://www.linkedin.com/sales/company/1415/,70112,CGI,https://www.linkedin.com/company/1415/,2024-08-31T10:28:38.943Z,https://www.linkedin.com/company/cgi/,https://www.linkedin.com/company/cgi/,
Barcelona,https://www.linkedin.com/in/carlos-grau-lara-a012b3,https://www.linkedin.com/in/carlos-grau-lara-a012b3/,Barcelona,https://www.linkedin.com/in/carlos-grau-lara-a012b3,https://www.linkedin.com/in/carlos-grau-lara-a012b3/,GIC | Grau Innovation Consulting,https://media.licdn.com/dms/image/v2/D4D0BAQHD5pYlCTtsIg/company-logo_200_200/company-logo_200_200/0/1685311320789?e=1733356800&v=beta&t=Ie00b6OW1rdPiURRV89yUg5gChd8mLDtX4BLWYVikT0,https://media.licdn.com/dms/image/v2/D4D1BAQH8v3XYBRycBA/company-background_10000/company-background_10000/0/1686403400208/gic_grau_innovation_consulting_cover?e=1725706800&v=beta&t=hqdnu8Czk_TikH37Mn_Y7vVAFD837IwXWrDrNzLkplU,"GIC (Grau Innovation Consulting) es una innovadora firma de consultoría que ofrece servicios de consejeros asesores independientes y formación en técnicas de ventas estratégicas / complejas B2B para empresas y profesionales. 

La combinación de nuestras capacidades como consejeros independientes expertos en innovación, digitalización y estrategia comercial, junto con nuestras habilidades como instructores en técnicas de venta compleja y venta estratégica B2B nos permite ofrecer una propuesta de valor única para ayudar a las empresas a crecer.

El crecimiento sostenible de tu negocio y tus proyectos estratégicos son nuestra prioridad.

¿Hablamos?",El crecimiento sostenible de tu negocio y tus proyectos estratégicos son nuestra prioridad.,719,www.grauinnovation.com,grauinnovation.com,Barcelona,"Barcelona,   ES",11,,Business Consulting and Services,2-10 employees,,2022,,94834885,94834885,https://www.linkedin.com/sales/company/94834885/,6,GIC | Grau Innovation Consulting,https://www.linkedin.com/company/94834885/,2024-08-31T10:28:54.889Z,https://www.linkedin.com/company/gic-grau-innovation-consulting/,https://www.linkedin.com/company/gic-grau-innovation-consulting/,
